Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-brqh,checkpoint-xp91,checkpoint-i6ra,checkpoint-zs2s,checkpoint-a47v,checkpoint-1q1l,checkpoint-ulk4,checkpoint-84fo,checkpoint-satt,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,fname,PCimageLeft,PCimageRight,LDimageLeft,LDimageRight,ShowProgressBar,LDbuttonLeft,LDbuttonRight,CorrectAnswer,PCbuttonLeft,PCbuttonRight,
791,1568313583834,12/09/2019 18:39:43,1568313583669,-4,12/09/2019 14:39:43,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,448,3,1,Fixation,Zone1,content_audio,771.5749996714294,,,0,1,0,,,,,3,LD-SH,SS006_CLR_embassy.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
792,1568313583959,12/09/2019 18:39:43,1568313583793,-4,12/09/2019 14:39:43,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,448,3,2,LD Screen,Zone3,response_keyboard_single,119.41500008106232,yes,1,1,0,0,,,,,3,LD-SH,SS006_CLR_embassy.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
793,1568313584960,12/09/2019 18:39:44,1568313584789,-4,12/09/2019 14:39:44,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,448,3,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,3,LD-SH,SS006_CLR_embassy.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
794,1568313585584,12/09/2019 18:39:45,1568313585409,-4,12/09/2019 14:39:45,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,386,4,1,Fixation,Zone1,content_audio,611.5449997596443,,,0,1,0,,,,,3,LD-SH,NW064_loubel.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
795,1568313585819,12/09/2019 18:39:45,1568313585649,-4,12/09/2019 14:39:45,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,386,4,2,LD Screen,Zone1,response_keyboard_single,235.7149999588728,no,1,1,0,0,,,,,3,LD-SH,NW064_loubel.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
796,1568313586806,12/09/2019 18:39:46,1568313586639,-4,12/09/2019 14:39:46,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,386,4,3,Screen 1,fixation,fixation,999.9600000000792,,,0,1,0,,,,,3,LD-SH,NW064_loubel.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
797,1568313587572,12/09/2019 18:39:47,1568313587408,-4,12/09/2019 14:39:47,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,376,5,1,Fixation,Zone1,content_audio,760.8799999579787,,,0,1,0,,,,,3,LD-SH,NW054_klogodar.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
798,1568313587727,12/09/2019 18:39:47,1568313587554,-4,12/09/2019 14:39:47,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,376,5,2,LD Screen,Zone1,response_keyboard_single,140.38500003516674,no,1,1,0,0,,,,,3,LD-SH,NW054_klogodar.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
799,1568313588699,12/09/2019 18:39:48,1568313588539,-4,12/09/2019 14:39:48,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,376,5,3,Screen 1,fixation,fixation,999.9600000000792,,,0,1,0,,,,,3,LD-SH,NW054_klogodar.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
800,1568313589422,12/09/2019 18:39:49,1568313589248,-4,12/09/2019 14:39:49,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,306,6,1,Fixation,Zone1,content_audio,700.2650001086295,,,0,1,0,,,,,3,LD-SH,FW045_panicky.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
801,1568313589640,12/09/2019 18:39:49,1568313589481,-4,12/09/2019 14:39:49,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,306,6,2,LD Screen,Zone3,response_keyboard_single,228.49499993026257,yes,1,1,0,0,,,,,3,LD-SH,FW045_panicky.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
802,1568313590641,12/09/2019 18:39:50,1568313590472,-4,12/09/2019 14:39:50,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,306,6,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,3,LD-SH,FW045_panicky.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
803,1568313591362,12/09/2019 18:39:51,1568313591188,-4,12/09/2019 14:39:51,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,403,7,1,Fixation,Zone1,content_audio,708.1849998794496,,,0,1,0,,,,,3,LD-SH,NW081_rakil.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
804,1568313591643,12/09/2019 18:39:51,1568313591481,-4,12/09/2019 14:39:51,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,403,7,2,LD Screen,Zone1,response_keyboard_single,287.9900000989437,no,1,1,0,0,,,,,3,LD-SH,NW081_rakil.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
805,1568313592644,12/09/2019 18:39:52,1568313592472,-4,12/09/2019 14:39:52,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,403,7,3,Screen 1,fixation,fixation,999.9600000000792,,,0,1,0,,,,,3,LD-SH,NW081_rakil.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
806,1568313593330,12/09/2019 18:39:53,1568313593168,-4,12/09/2019 14:39:53,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,340,8,1,Fixation,Zone1,content_audio,687.7950001507998,,,0,1,0,,,,,3,LD-SH,NW019_bumthing.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
807,1568313593534,12/09/2019 18:39:53,1568313593369,-4,12/09/2019 14:39:53,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,340,8,2,LD Screen,Zone1,response_keyboard_single,195.69499976933002,no,1,1,0,0,,,,,3,LD-SH,NW019_bumthing.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
808,1568313594518,12/09/2019 18:39:54,1568313594355,-4,12/09/2019 14:39:54,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,340,8,3,Screen 1,fixation,fixation,999.9600000000792,,,0,1,0,,,,,3,LD-SH,NW019_bumthing.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
809,1568313595315,12/09/2019 18:39:55,1568313595148,-4,12/09/2019 14:39:55,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,311,9,1,Fixation,Zone1,content_audio,784.9450004287064,,,0,1,0,,,,,3,LD-SH,FW050_remedial.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
810,1568313595487,12/09/2019 18:39:55,1568313595313,-4,12/09/2019 14:39:55,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,311,9,2,LD Screen,Zone3,response_keyboard_single,160.00499995425344,yes,1,1,0,0,,,,,3,LD-SH,FW050_remedial.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
811,1568313596471,12/09/2019 18:39:56,1568313596305,-4,12/09/2019 14:39:56,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,311,9,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,3,LD-SH,FW050_remedial.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
812,1568313597396,12/09/2019 18:39:57,1568313597228,-4,12/09/2019 14:39:57,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,314,10,1,Fixation,Zone1,content_audio,914.6350002847612,,,0,1,0,,,,,3,LD-SH,FW053_titanium.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
813,1568313597505,12/09/2019 18:39:57,1568313597233,-4,12/09/2019 14:39:57,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,314,10,2,LD Screen,Zone3,response_keyboard_single,0.5400003865361214,yes,1,1,0,0,,,,,3,LD-SH,FW053_titanium.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
814,1568313598397,12/09/2019 18:39:58,1568313598219,-4,12/09/2019 14:39:58,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,314,10,3,Screen 1,fixation,fixation,999.9600000000792,,,0,1,0,,,,,3,LD-SH,FW053_titanium.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
815,1568313599087,12/09/2019 18:39:59,1568313598916,-4,12/09/2019 14:39:58,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,333,11,1,Fixation,Zone1,content_audio,688.5649999603629,,,0,1,0,,,,,3,LD-SH,NW012_baliber.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
816,1568313599819,12/09/2019 18:39:59,1568313599647,-4,12/09/2019 14:39:59,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,333,11,2,LD Screen,Zone1,response_keyboard_single,726.4049998484552,no,1,1,0,0,,,,,3,LD-SH,NW012_baliber.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
817,1568313600803,12/09/2019 18:40:00,1568313600636,-4,12/09/2019 14:40:00,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,333,11,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,3,LD-SH,NW012_baliber.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
818,1568313601491,12/09/2019 18:40:01,1568313601316,-4,12/09/2019 14:40:01,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,347,12,1,Fixation,Zone1,content_audio,671.1350004188716,,,0,1,0,,,,,3,LD-SH,NW026_fandid.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
819,1568313601881,12/09/2019 18:40:01,1568313601711,-4,12/09/2019 14:40:01,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,347,12,2,LD Screen,Zone1,response_keyboard_single,389.96999990195036,no,1,1,0,0,,,,,3,LD-SH,NW026_fandid.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
820,1568313602867,12/09/2019 18:40:02,1568313602702,-4,12/09/2019 14:40:02,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,347,12,3,Screen 1,fixation,fixation,999.9600000000792,,,0,1,0,,,,,3,LD-SH,NW026_fandid.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
821,1568313603587,12/09/2019 18:40:03,1568313603416,-4,12/09/2019 14:40:03,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,294,13,1,Fixation,Zone1,content_audio,705.2850001491606,,,0,1,0,,,,,3,LD-SH,FW033_lyrical.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
822,1568313603789,12/09/2019 18:40:03,1568313603614,-4,12/09/2019 14:40:03,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,294,13,2,LD Screen,Zone3,response_keyboard_single,193.14500037580729,yes,1,1,0,0,,,,,3,LD-SH,FW033_lyrical.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
823,1568313604775,12/09/2019 18:40:04,1568313604603,-4,12/09/2019 14:40:04,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,294,13,3,Screen 1,fixation,fixation,999.9600000000792,,,0,1,0,,,,,3,LD-SH,FW033_lyrical.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
824,1568313605542,12/09/2019 18:40:05,1568313605375,-4,12/09/2019 14:40:05,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,308,14,1,Fixation,Zone1,content_audio,763.6349997483194,,,0,1,0,,,,,3,LD-SH,FW047_parakeet.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
825,1568313605793,12/09/2019 18:40:05,1568313605631,-4,12/09/2019 14:40:05,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,308,14,2,LD Screen,Zone3,response_keyboard_single,250.47000031918287,yes,1,1,0,0,,,,,3,LD-SH,FW047_parakeet.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
826,1568313606793,12/09/2019 18:40:06,1568313606619,-4,12/09/2019 14:40:06,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,308,14,3,Screen 1,fixation,fixation,999.9600000000792,,,0,1,0,,,,,3,LD-SH,FW047_parakeet.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
827,1568313607558,12/09/2019 18:40:07,1568313607395,-4,12/09/2019 14:40:07,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,390,15,1,Fixation,Zone1,content_audio,767.5349996425211,,,0,1,0,,,,,3,LD-SH,NW068_nawinow.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
828,1568313608230,12/09/2019 18:40:08,1568313608054,-4,12/09/2019 14:40:08,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,390,15,2,LD Screen,Zone1,response_keyboard_single,653.2400003634393,no,1,1,0,0,,,,,3,LD-SH,NW068_nawinow.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
829,1568313609229,12/09/2019 18:40:09,1568313609053,-4,12/09/2019 14:40:09,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,390,15,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,3,LD-SH,NW068_nawinow.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
830,1568313609951,12/09/2019 18:40:09,1568313609776,-4,12/09/2019 14:40:09,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,406,16,1,Fixation,Zone1,content_audio,714.9849999696016,,,0,1,0,,,,,3,LD-SH,NW084_rimaral.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
831,1568313610263,12/09/2019 18:40:10,1568313610095,-4,12/09/2019 14:40:10,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,406,16,2,LD Screen,Zone1,response_keyboard_single,314.22500032931566,no,1,1,0,0,,,,,3,LD-SH,NW084_rimaral.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
832,1568313611263,12/09/2019 18:40:11,1568313611086,-4,12/09/2019 14:40:11,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,406,16,3,Screen 1,fixation,fixation,999.9600000000792,,,0,1,0,,,,,3,LD-SH,NW084_rimaral.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
